shipment_id,product_id,carrier_id,route_id,shipment_date,promised_delivery_date,actual_delivery_date,quantity_shipped,quantity_delivered,shipment_value_usd
S005359,P019,C01,R030,2024-12-02,2024-12-05,2024-12-05,398,398,9054.5
S005360,P002,C03,R046,2023-09-17,2023-09-20,2023-09-20,237,237,23344.5
S005361,P009,C01,R021,2024-02-25,2024-02-26,2024-02-26,173,173,53630
S005362,P004,C01,R040,2024-02-26,2024-02-29,2024-02-29,107,107,8158.75
S005363,P011,C07,R043,2024-06-13,2024-06-14,2024-06-14,49,49,141610
S005364,P019,C02,R033,2024-01-31,2024-02-01,2024-02-01,270,270,6142.5
S005365,P001,C03,R040,2024-03-03,2024-03-06,2024-03-06,313,313,45385
S005366,P005,C06,R003,2024-11-17,2024-11-18,2024-11-18,61,61,12810
S005367,P012,C06,R028,2023-08-03,2023-08-06,2023-08-08,298,298,1186040
S005368,P010,C10,R046,2022-08-17,2022-08-20,2022-08-20,240,240,1344000
S005369,P006,C09,R049,2024-11-08,2024-11-09,2024-11-09,341,341,1432200
S005370,P005,C09,R012,2024-09-21,2024-09-23,2024-09-23,372,372,78120
S005371,P008,C05,R001,2023-09-05,2023-09-06,2023-09-06,454,454,129390
S005372,P013,C06,R046,2023-03-21,2023-03-24,2023-03-28,447,447,838125
S005373,P006,C02,R007,2024-02-15,2024-02-17,2024-02-17,97,97,407400
S005374,P012,C07,R024,2023-09-16,2023-09-21,2023-09-21,496,496,1974080
S005375,P013,C01,R019,2024-08-09,2024-08-10,2024-08-10,89,89,166875
S005376,P009,C08,R025,2023-04-19,2023-04-20,2023-04-20,174,174,53940
S005377,P020,C03,R025,2023-04-17,2023-04-18,2023-04-18,171,171,2565
S005378,P014,C07,R044,2023-06-02,2023-06-07,2023-06-07,382,382,2368400
S005379,P002,C07,R028,2023-03-13,2023-03-16,2023-03-16,467,467,45999.5
S005380,P010,C07,R013,2023-12-12,2023-12-13,2023-12-13,64,64,358400
S005381,P007,C10,R032,2024-01-27,2024-01-30,2024-01-30,176,176,554400
S005382,P002,C06,R008,2023-02-28,2023-03-02,2023-03-02,281,281,27678.5
S005383,P011,C02,R036,2024-12-04,2024-12-09,2024-12-09,76,76,219640
S005384,P010,C05,R025,2024-10-24,2024-10-25,2024-10-25,363,363,2032800
S005385,P014,C04,R002,2023-05-22,2023-05-26,2023-05-26,50,50,310000
S005386,P020,C03,R041,2023-12-28,2023-12-29,2023-12-29,197,197,2955
S005387,P020,C07,R004,2024-07-15,2024-07-19,2024-07-19,151,151,2265
S005388,P015,C02,R027,2024-03-22,2024-03-24,2024-03-24,98,98,259700
S005389,P009,C03,R002,2023-04-23,2023-04-27,2023-04-27,325,325,100750
S005390,P009,C02,R039,2024-08-04,2024-08-05,2024-08-05,410,410,127100
S005391,P003,C10,R002,2024-04-04,2024-04-08,2024-04-08,201,201,8442
S005392,P008,C04,R041,2024-02-10,2024-02-11,2024-02-11,155,155,44175
S005393,P002,C06,R035,2024-05-29,2024-05-31,2024-06-04,246,246,24231
S005394,P020,C06,R036,2023-03-29,2023-04-03,2023-04-03,446,446,6690
S005395,P001,C01,R017,2023-08-01,2023-08-02,2023-08-02,61,61,8845
S005396,P004,C01,R013,2023-01-15,2023-01-16,2023-01-16,477,477,36371.25
S005397,P001,C09,R019,2022-05-24,2022-05-25,2022-05-25,330,330,47850
S005398,P019,C08,R034,2024-01-08,2024-01-12,2024-01-12,211,211,4800.25
S005399,P020,C03,R049,2024-10-23,2024-10-24,2024-10-24,426,426,6390
S005400,P011,C10,R035,2023-12-02,2023-12-04,2023-12-05,59,59,170510
S005401,P011,C07,R009,2024-05-03,2024-05-04,2024-05-04,375,375,1083750
S005402,P013,C05,R028,2024-06-23,2024-06-26,2024-06-29,257,257,481875
S005403,P015,C05,R016,2024-07-11,2024-07-16,2024-07-16,147,147,389550
S005404,P002,C05,R046,2024-12-10,2024-12-13,2024-12-17,255,255,25117.5
S005405,P012,C02,R029,2024-12-04,2024-12-05,2024-12-05,175,175,696500
S005406,P008,C09,R041,2024-11-20,2024-11-21,2024-11-21,193,193,55005
S005407,P015,C03,R003,2023-06-08,2023-06-09,2023-06-09,468,468,1240200
S005408,P016,C01,R026,2024-10-09,2024-10-11,2024-10-11,274,266,909680
S005409,P008,C06,R042,2023-09-25,2023-09-29,2023-09-29,386,386,110010
S005410,P014,C04,R014,2023-04-08,2023-04-12,2023-04-12,71,71,440200
S005411,P007,C04,R002,2024-12-05,2024-12-09,2024-12-09,105,105,330750
S005412,P007,C05,R047,2024-03-10,2024-03-11,2024-03-11,184,184,579600
S005413,P009,C05,R009,2024-02-22,2024-02-23,2024-02-23,161,161,49910
S005414,P018,C05,R048,2024-12-25,2024-12-27,2024-12-29,153,153,5202
S005415,P015,C04,R015,2023-12-26,2023-12-27,2023-12-27,186,186,492900
S005416,P013,C03,R034,2023-12-20,2023-12-24,2023-12-24,361,361,676875
S005417,P017,C06,R043,2024-09-21,2024-09-22,2024-09-23,165,165,3052.5
S005418,P012,C03,R017,2024-04-15,2024-04-16,2024-04-16,371,371,1476580
S005419,P019,C05,R018,2022-05-08,2022-05-12,2022-05-12,112,112,2548
S005420,P002,C01,R035,2022-05-09,2022-05-11,2022-05-11,43,43,4235.5
S005421,P019,C07,R036,2022-09-13,2022-09-18,2022-09-18,177,177,4026.75
S005422,P011,C09,R019,2024-07-26,2024-07-27,2024-07-27,183,183,528870
S005423,P012,C07,R014,2024-09-01,2024-09-05,2024-09-05,469,469,1866620
S005424,P018,C06,R004,2023-09-12,2023-09-16,2023-09-16,318,318,10812
S005425,P018,C09,R001,2023-09-19,2023-09-20,2023-09-20,248,248,8432
S005426,P012,C08,R034,2024-07-09,2024-07-13,2024-07-13,422,422,1679560
S005427,P009,C08,R007,2023-11-01,2023-11-03,2023-11-03,449,449,139190
S005428,P014,C05,R012,2022-07-24,2022-07-26,2022-07-26,86,86,533200
S005429,P016,C06,R036,2023-07-18,2023-07-23,2023-07-23,35,35,116200
S005430,P014,C06,R006,2023-01-23,2023-01-27,2023-01-27,184,184,1140800
S005431,P014,C04,R033,2023-07-09,2023-07-10,2023-07-10,367,367,2275400
S005432,P002,C03,R033,2023-07-11,2023-07-12,2023-07-12,403,403,39695.5
S005433,P020,C01,R033,2024-10-14,2024-10-15,2024-10-15,231,231,3465
S005434,P007,C08,R045,2023-03-23,2023-03-24,2023-03-24,215,215,677250
S005435,P013,C08,R048,2024-01-11,2024-01-13,2024-01-13,268,268,502500
S005436,P007,C10,R008,2024-10-07,2024-10-09,2024-10-09,38,38,119700
S005437,P003,C10,R034,2024-07-07,2024-07-11,2024-07-13,432,432,18144
S005438,P017,C06,R015,2024-12-02,2024-12-03,2024-12-03,44,44,814
S005439,P010,C09,R004,2024-12-22,2024-12-26,2024-12-26,28,28,156800
S005440,P016,C08,R025,2024-06-04,2024-06-05,2024-06-05,375,375,1245000
S005441,P011,C04,R042,2023-08-13,2023-08-17,2023-08-17,318,318,919020
S005442,P010,C09,R004,2024-11-30,2024-12-04,2024-12-05,341,341,1909600
S005443,P019,C10,R007,2024-08-30,2024-09-01,2024-09-01,185,185,4208.75
S005444,P019,C05,R028,2023-07-10,2023-07-13,2023-07-14,408,408,9282
S005445,P012,C02,R010,2024-03-17,2024-03-22,2024-03-22,279,279,1110420
S005446,P014,C05,R023,2024-11-21,2024-11-22,2024-11-22,148,148,917600
S005447,P002,C01,R029,2024-07-04,2024-07-05,2024-07-05,416,416,40976
S005448,P008,C09,R033,2024-10-27,2024-10-28,2024-10-28,109,109,31065
S005449,P003,C08,R007,2024-02-07,2024-02-09,2024-02-09,238,238,9996
S005450,P003,C09,R046,2024-01-13,2024-01-16,2024-01-19,254,254,10668
S005451,P008,C04,R039,2024-10-11,2024-10-12,2024-10-12,111,111,31635
S005452,P012,C03,R026,2024-09-10,2024-09-12,2024-09-12,315,290,1253700
S005453,P011,C10,R028,2024-04-09,2024-04-12,2024-04-15,85,85,245650
S005454,P003,C03,R004,2024-10-18,2024-10-22,2024-10-22,361,361,15162
S005455,P009,C01,R031,2023-10-28,2023-10-29,2023-10-29,448,448,138880
S005456,P006,C03,R040,2024-12-19,2024-12-22,2024-12-22,270,270,1134000
S005457,P017,C07,R032,2022-10-30,2022-11-02,2022-11-02,328,328,6068
S005458,P019,C09,R026,2023-10-28,2023-10-30,2023-10-30,67,67,1524.25
S005459,P010,C09,R029,2024-08-11,2024-08-12,2024-08-12,115,115,644000
S005460,P020,C08,R034,2022-08-11,2022-08-15,2022-08-15,265,265,3975
S005461,P020,C08,R012,2023-10-03,2023-10-05,2023-10-05,144,144,2160
S005462,P010,C06,R032,2024-07-31,2024-08-03,2024-08-03,211,211,1181600
S005463,P010,C02,R038,2023-10-24,2023-10-28,2023-10-28,136,136,761600
S005464,P007,C07,R045,2024-09-18,2024-09-19,2024-09-19,194,181,611100
S005465,P020,C03,R019,2024-03-29,2024-03-30,2024-03-30,154,154,2310
S005466,P012,C08,R013,2024-11-28,2024-11-29,2024-11-29,400,400,1592000
S005467,P013,C05,R038,2024-07-15,2024-07-19,2024-07-19,397,397,744375
S005468,P008,C01,R020,2022-11-24,2022-11-28,2022-11-30,178,178,50730
S005469,P007,C05,R032,2023-07-16,2023-07-19,2023-07-19,198,198,623700
S005470,P013,C01,R005,2024-11-18,2024-11-19,2024-11-19,32,32,60000
S005471,P010,C08,R050,2024-04-13,2024-04-17,2024-04-17,86,86,481600
S005472,P011,C03,R027,2024-10-25,2024-10-27,2024-10-27,131,127,378590
S005473,P016,C10,R007,2024-08-13,2024-08-15,2024-08-15,284,284,942880
S005474,P020,C08,R036,2024-01-14,2024-01-19,2024-01-19,79,79,1185
S005475,P019,C03,R034,2024-05-17,2024-05-21,2024-05-21,192,192,4368
S005476,P005,C09,R050,2024-07-19,2024-07-23,2024-07-23,418,418,87780
S005477,P002,C08,R044,2023-08-25,2023-08-30,2023-08-30,100,100,9850
S005478,P020,C03,R014,2024-12-16,2024-12-20,2024-12-20,435,435,6525
S005479,P019,C05,R041,2024-10-21,2024-10-22,2024-10-22,118,118,2684.5
S005480,P007,C09,R047,2023-07-26,2023-07-27,2023-07-27,102,102,321300
S005481,P008,C06,R005,2024-05-15,2024-05-16,2024-05-20,136,136,38760
S005482,P015,C03,R030,2024-11-01,2024-11-04,2024-11-04,141,141,373650
S005483,P001,C04,R021,2024-04-02,2024-04-03,2024-04-03,128,128,18560
S005484,P004,C04,R012,2023-08-24,2023-08-26,2023-08-26,199,199,15173.75
S005485,P009,C04,R041,2024-09-25,2024-09-26,2024-09-26,475,475,147250
S005486,P003,C08,R003,2024-05-11,2024-05-12,2024-05-12,241,241,10122
S005487,P019,C02,R037,2023-06-12,2023-06-13,2023-06-13,353,353,8030.75
S005488,P004,C02,R006,2023-12-05,2023-12-09,2023-12-09,336,336,25620
S005489,P004,C09,R011,2022-08-12,2022-08-13,2022-08-13,360,360,27450
S005490,P002,C09,R038,2023-12-31,2024-01-04,2024-01-07,385,385,37922.5
S005491,P009,C09,R025,2024-10-11,2024-10-12,2024-10-12,100,100,31000
S005492,P012,C06,R036,2023-07-10,2023-07-15,2023-07-15,324,324,1289520
S005493,P002,C03,R023,2024-12-23,2024-12-24,2024-12-24,75,75,7387.5
S005494,P003,C09,R031,2024-03-27,2024-03-28,2024-03-28,473,473,19866
S005495,P012,C06,R034,2023-04-03,2023-04-07,2023-04-07,89,89,354220
S005496,P005,C02,R030,2024-07-29,2024-08-01,2024-08-03,253,253,53130
S005497,P012,C09,R015,2023-10-29,2023-10-30,2023-10-30,292,292,1162160
S005498,P001,C08,R047,2023-04-27,2023-04-28,2023-04-28,111,111,16095
S005499,P002,C06,R034,2024-10-27,2024-10-31,2024-11-02,477,477,46984.5
S005500,P009,C10,R018,2023-11-18,2023-11-22,2023-11-22,157,157,48670
S005501,P018,C04,R015,2024-08-18,2024-08-19,2024-08-19,123,123,4182
S005502,P019,C10,R048,2023-01-13,2023-01-15,2023-01-15,143,143,3253.25
S005503,P014,C07,R008,2023-04-30,2023-05-02,2023-05-04,210,210,1302000
S005504,P015,C09,R005,2023-03-11,2023-03-12,2023-03-12,89,89,235850
S005505,P002,C01,R037,2023-10-12,2023-10-13,2023-10-13,258,258,25413
S005506,P001,C03,R027,2022-10-11,2022-10-13,2022-10-13,338,338,49010
S005507,P001,C09,R027,2024-08-30,2024-09-01,2024-09-01,452,452,65540
S005508,P015,C08,R013,2023-10-17,2023-10-18,2023-10-18,50,50,132500
S005509,P006,C07,R018,2024-09-10,2024-09-14,2024-09-14,140,140,588000
S005510,P007,C01,R049,2024-11-23,2024-11-24,2024-11-24,278,278,875700
S005511,P017,C06,R024,2023-11-28,2023-12-03,2023-12-05,340,340,6290
S005512,P016,C06,R007,2023-09-15,2023-09-17,2023-09-17,367,367,1218440
S005513,P002,C05,R006,2023-08-30,2023-09-03,2023-09-03,352,352,34672
S005514,P016,C08,R021,2024-10-17,2024-10-18,2024-10-18,348,348,1155360
S005515,P001,C08,R028,2024-04-17,2024-04-20,2024-04-20,369,369,53505
S005516,P007,C02,R008,2024-01-23,2024-01-25,2024-01-28,158,158,497700
S005517,P015,C10,R005,2024-09-01,2024-09-02,2024-09-04,33,33,87450
S005518,P012,C09,R033,2024-10-16,2024-10-17,2024-10-17,400,400,1592000
S005519,P003,C08,R042,2024-11-29,2024-12-03,2024-12-07,51,51,2142
S005520,P016,C03,R035,2024-09-03,2024-09-05,2024-09-05,499,499,1656680
S005521,P010,C05,R014,2024-06-01,2024-06-05,2024-06-06,325,325,1820000
S005522,P011,C05,R028,2024-08-24,2024-08-27,2024-08-27,289,289,835210
S005523,P007,C07,R036,2024-03-05,2024-03-10,2024-03-10,406,406,1278900
S005524,P009,C08,R037,2023-08-10,2023-08-11,2023-08-11,310,310,96100
S005525,P013,C02,R003,2022-11-16,2022-11-17,2022-11-17,314,314,588750
S005526,P004,C08,R021,2024-02-04,2024-02-05,2024-02-05,381,381,29051.25
S005527,P001,C07,R026,2023-07-20,2023-07-22,2023-07-22,462,462,66990
S005528,P019,C04,R006,2023-02-20,2023-02-24,2023-02-24,398,398,9054.5
S005529,P010,C09,R039,2022-10-29,2022-10-30,2022-10-30,152,152,851200
S005530,P005,C02,R008,2024-07-14,2024-07-16,2024-07-16,491,491,103110
S005531,P017,C10,R011,2023-08-19,2023-08-20,2023-08-20,286,286,5291
S005532,P007,C01,R024,2024-11-10,2024-11-15,2024-11-15,171,171,538650
S005533,P016,C05,R018,2022-11-04,2022-11-08,2022-11-11,212,212,703840
S005534,P013,C05,R003,2023-11-03,2023-11-04,2023-11-08,30,30,56250
S005535,P013,C05,R038,2022-11-11,2022-11-15,2022-11-16,241,241,451875
S005536,P019,C06,R044,2023-08-25,2023-08-30,2023-08-30,347,347,7894.25
S005537,P018,C07,R003,2023-12-22,2023-12-23,2023-12-23,427,427,14518
S005538,P016,C04,R021,2023-04-13,2023-04-14,2023-04-14,173,173,574360
S005539,P011,C10,R039,2024-05-03,2024-05-04,2024-05-05,415,415,1199350
S005540,P017,C05,R012,2024-06-28,2024-06-30,2024-06-30,359,359,6641.5
S005541,P009,C01,R026,2024-08-21,2024-08-23,2024-08-23,100,100,31000
S005542,P013,C01,R016,2024-06-23,2024-06-28,2024-06-28,124,124,232500
S005543,P010,C09,R040,2024-06-01,2024-06-04,2024-06-04,245,245,1372000
S005544,P015,C06,R024,2024-08-30,2024-09-04,2024-09-08,30,30,79500
S005545,P017,C10,R032,2022-09-05,2022-09-08,2022-09-08,430,430,7955
S005546,P018,C05,R032,2022-05-21,2022-05-24,2022-05-24,265,265,9010
S005547,P007,C04,R011,2023-01-21,2023-01-22,2023-01-22,274,274,863100
S005548,P019,C05,R018,2023-12-06,2023-12-10,2023-12-13,23,23,523.25
S005549,P010,C06,R048,2024-04-12,2024-04-14,2024-04-15,62,62,347200
S005550,P013,C08,R007,2023-11-23,2023-11-25,2023-11-25,492,492,922500
S005551,P001,C09,R040,2023-10-24,2023-10-27,2023-10-27,253,253,36685
S005552,P005,C05,R018,2024-10-26,2024-10-30,2024-10-30,486,486,102060
S005553,P019,C05,R032,2023-04-09,2023-04-12,2023-04-12,270,270,6142.5
S005554,P012,C05,R022,2023-02-23,2023-02-27,2023-02-27,198,198,788040
S005555,P008,C05,R014,2024-09-04,2024-09-08,2024-09-08,407,407,115995
S005556,P020,C02,R013,2024-07-08,2024-07-09,2024-07-09,340,340,5100
S005557,P013,C10,R045,2024-11-24,2024-11-25,2024-11-25,52,52,97500
S005558,P012,C02,R040,2024-01-26,2024-01-29,2024-01-29,182,182,724360
S005559,P001,C06,R008,2024-12-26,2024-12-28,2024-12-31,453,453,65685
S005560,P007,C03,R043,2024-05-30,2024-05-31,2024-06-04,229,229,721350
S005561,P006,C07,R009,2022-12-10,2022-12-11,2022-12-11,78,78,327600
S005562,P014,C04,R027,2024-07-22,2024-07-24,2024-07-28,48,48,297600
S005563,P020,C08,R033,2023-09-18,2023-09-19,2023-09-19,276,276,4140
S005564,P003,C03,R002,2023-01-07,2023-01-11,2023-01-11,223,223,9366
S005565,P007,C10,R009,2024-07-25,2024-07-26,2024-07-26,180,180,567000
S005566,P003,C01,R016,2024-05-27,2024-06-01,2024-06-01,70,70,2940
S005567,P010,C02,R044,2024-08-22,2024-08-27,2024-08-27,429,429,2402400
S005568,P020,C09,R031,2024-07-02,2024-07-03,2024-07-03,233,233,3495
S005569,P006,C07,R011,2024-11-08,2024-11-09,2024-11-13,91,89,382200
S005570,P007,C05,R045,2024-11-25,2024-11-26,2024-11-26,330,330,1039500
S005571,P017,C10,R042,2024-03-02,2024-03-06,2024-03-06,281,281,5198.5
S005572,P004,C05,R028,2024-06-19,2024-06-22,2024-06-25,49,49,3736.25
S005573,P006,C03,R005,2024-10-06,2024-10-07,2024-10-07,331,331,1390200
S005574,P002,C09,R048,2024-06-28,2024-06-30,2024-06-30,239,239,23541.5
S005575,P014,C04,R043,2024-05-31,2024-06-01,2024-06-01,20,20,124000
S005576,P009,C03,R009,2024-11-15,2024-11-16,2024-11-16,28,28,8680
S005577,P006,C06,R042,2022-10-22,2022-10-26,2022-10-30,149,149,625800
S005578,P009,C04,R033,2024-11-22,2024-11-23,2024-11-23,378,378,117180
S005579,P001,C07,R005,2024-09-06,2024-09-07,2024-09-07,478,478,69310
S005580,P001,C04,R032,2024-04-09,2024-04-12,2024-04-12,104,104,15080
S005581,P004,C01,R029,2024-04-21,2024-04-22,2024-04-22,141,141,10751.25
S005582,P015,C03,R036,2024-12-30,2025-01-04,2025-01-04,176,176,466400
S005583,P005,C05,R027,2024-02-14,2024-02-16,2024-02-20,130,130,27300
S005584,P011,C08,R049,2024-04-01,2024-04-02,2024-04-02,311,298,898790
S005585,P016,C04,R017,2023-12-17,2023-12-18,2023-12-18,207,207,687240
S005586,P007,C10,R045,2024-07-18,2024-07-19,2024-07-22,239,239,752850
S005587,P005,C09,R026,2022-08-26,2022-08-28,2022-08-28,150,150,31500
S005588,P004,C05,R010,2024-09-02,2024-09-07,2024-09-07,255,255,19443.75
S005589,P020,C01,R044,2022-11-27,2022-12-02,2022-12-02,299,299,4485
S005590,P013,C06,R016,2024-03-16,2024-03-21,2024-03-21,310,310,581250
S005591,P009,C01,R012,2023-12-21,2023-12-23,2023-12-23,241,241,74710
S005592,P016,C07,R009,2023-07-13,2023-07-14,2023-07-14,228,228,756960
S005593,P002,C01,R013,2024-10-28,2024-10-29,2024-10-29,393,393,38710.5
S005594,P003,C02,R009,2024-11-17,2024-11-18,2024-11-18,297,297,12474
S005595,P012,C01,R022,2024-04-17,2024-04-21,2024-04-21,324,324,1289520
S005596,P009,C07,R048,2024-09-30,2024-10-02,2024-10-02,81,81,25110
S005597,P014,C02,R021,2023-06-28,2023-06-29,2023-06-29,28,28,173600
S005598,P016,C05,R003,2024-11-24,2024-11-25,2024-11-29,99,99,328680
S005599,P015,C09,R049,2022-11-18,2022-11-19,2022-11-19,264,264,699600
S005600,P020,C06,R014,2023-08-24,2023-08-28,2023-08-28,294,294,4410
S005601,P002,C05,R026,2024-04-24,2024-04-26,2024-04-26,228,228,22458
S005602,P018,C04,R003,2022-09-29,2022-09-30,2022-09-30,302,302,10268
S005603,P009,C07,R025,2023-08-28,2023-08-29,2023-08-30,140,140,43400
S005604,P019,C05,R013,2024-11-30,2024-12-01,2024-12-01,111,111,2525.25
S005605,P018,C10,R029,2024-01-25,2024-01-26,2024-01-26,293,293,9962
S005606,P015,C02,R020,2024-09-01,2024-09-05,2024-09-05,166,166,439900
S005607,P008,C05,R018,2024-07-04,2024-07-08,2024-07-08,319,319,90915
S005608,P018,C05,R002,2023-03-01,2023-03-05,2023-03-05,236,236,8024
S005609,P004,C03,R022,2024-12-27,2024-12-31,2024-12-31,376,376,28670
S005610,P019,C08,R007,2024-07-25,2024-07-27,2024-07-27,368,368,8372
S005611,P005,C08,R023,2023-07-27,2023-07-28,2023-07-28,493,493,103530
S005612,P019,C08,R045,2024-03-03,2024-03-04,2024-03-04,416,416,9464
S005613,P001,C01,R050,2023-07-29,2023-08-02,2023-08-02,237,237,34365
S005614,P018,C01,R027,2023-09-06,2023-09-08,2023-09-08,167,167,5678
S005615,P003,C06,R010,2024-05-27,2024-06-01,2024-06-02,208,208,8736
S005616,P013,C06,R038,2022-10-16,2022-10-20,2022-10-20,95,95,178125
S005617,P011,C09,R044,2024-03-02,2024-03-07,2024-03-07,318,318,919020
S005618,P020,C06,R003,2024-11-07,2024-11-08,2024-11-08,268,268,4020
S005619,P006,C04,R025,2024-04-02,2024-04-03,2024-04-03,401,401,1684200
S005620,P017,C10,R011,2024-05-25,2024-05-26,2024-05-26,431,431,7973.5
S005621,P006,C04,R040,2024-03-10,2024-03-13,2024-03-16,198,198,831600
S005622,P001,C10,R017,2024-06-01,2024-06-02,2024-06-02,97,97,14065
S005623,P006,C07,R002,2024-01-28,2024-02-01,2024-02-01,85,85,357000
S005624,P005,C10,R039,2024-02-29,2024-03-01,2024-03-01,281,281,59010
S005625,P019,C06,R006,2024-03-28,2024-04-01,2024-04-01,188,188,4277
S005626,P014,C10,R041,2024-07-19,2024-07-20,2024-07-20,252,252,1562400
S005627,P013,C09,R012,2024-10-29,2024-10-31,2024-10-31,468,468,877500
S005628,P004,C08,R037,2024-05-22,2024-05-23,2024-05-23,417,417,31796.25
S005629,P018,C01,R040,2023-10-08,2023-10-11,2023-10-11,437,437,14858
S005630,P002,C07,R010,2024-10-25,2024-10-30,2024-10-30,248,248,24428
S005631,P003,C07,R045,2023-06-23,2023-06-24,2023-06-24,110,110,4620
S005632,P004,C06,R033,2023-12-05,2023-12-06,2023-12-06,406,406,30957.5
S005633,P005,C10,R011,2024-09-05,2024-09-06,2024-09-06,319,319,66990
S005634,P004,C08,R008,2024-12-03,2024-12-05,2024-12-09,491,491,37438.75
S005635,P013,C06,R021,2023-11-12,2023-11-13,2023-11-13,91,91,170625
S005636,P002,C05,R013,2022-09-24,2022-09-25,2022-09-26,258,258,25413
S005637,P008,C08,R042,2024-10-16,2024-10-20,2024-10-20,485,485,138225
S005638,P012,C01,R005,2024-10-13,2024-10-14,2024-10-18,194,194,772120
S005639,P009,C07,R034,2022-07-24,2022-07-28,2022-07-29,113,113,35030
S005640,P003,C01,R011,2023-10-12,2023-10-13,2023-10-13,150,150,6300
S005641,P020,C04,R025,2024-05-22,2024-05-23,2024-05-23,202,202,3030
S005642,P014,C03,R025,2023-04-11,2023-04-12,2023-04-12,331,331,2052200
S005643,P007,C06,R030,2023-09-27,2023-09-30,2023-09-30,368,368,1159200
S005644,P018,C04,R015,2024-05-13,2024-05-14,2024-05-14,431,431,14654
S005645,P009,C06,R050,2022-10-15,2022-10-19,2022-10-19,216,216,66960
S005646,P010,C08,R012,2024-08-12,2024-08-14,2024-08-14,62,62,347200
S005647,P013,C04,R023,2024-05-12,2024-05-13,2024-05-13,157,157,294375
S005648,P011,C07,R036,2023-05-23,2023-05-28,2023-05-28,165,165,476850
S005649,P001,C04,R009,2022-12-28,2022-12-29,2022-12-31,265,265,38425
S005650,P007,C08,R040,2023-07-10,2023-07-13,2023-07-16,25,25,78750
S005651,P010,C03,R043,2024-10-13,2024-10-14,2024-10-14,73,73,408800
S005652,P009,C02,R040,2022-06-01,2022-06-04,2022-06-04,328,328,101680
S005653,P015,C03,R002,2024-10-27,2024-10-31,2024-10-31,282,282,747300
S005654,P014,C10,R010,2024-09-25,2024-09-30,2024-09-30,210,210,1302000
S005655,P019,C03,R045,2024-12-08,2024-12-09,2024-12-09,430,430,9782.5
S005656,P013,C03,R019,2022-09-15,2022-09-16,2022-09-16,437,437,819375
S005657,P017,C08,R047,2024-08-23,2024-08-24,2024-08-24,64,64,1184
S005658,P018,C08,R025,2023-03-01,2023-03-02,2023-03-02,482,482,16388
S005659,P006,C02,R035,2024-08-05,2024-08-07,2024-08-07,425,425,1785000
S005660,P005,C01,R040,2024-09-25,2024-09-28,2024-09-28,250,250,52500
S005661,P002,C02,R049,2022-03-18,2022-03-19,2022-03-19,345,345,33982.5
S005662,P018,C09,R017,2024-12-10,2024-12-11,2024-12-11,398,398,13532
S005663,P006,C06,R032,2022-10-19,2022-10-22,2022-10-22,336,336,1411200
